Time,atrium,kitchen,livingroom,toilet,bedroom,bel(A),bel(K),bel(L),bel(T),bel(B)
65.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
66.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
67.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
68.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
69.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
70.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
71.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
72.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
73.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
74.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
75.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
76.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
77.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
78.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
79.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
80.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
81.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
82.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
83.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
84.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
85.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
86.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
87.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
88.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
89.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
90.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
91.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
92.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
93.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
94.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
95.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
96.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
97.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
98.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
99.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
100.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
101.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
102.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
103.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
104.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
105.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
106.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
107.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
108.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
109.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
110.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
111.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
112.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
113.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
114.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
115.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
116.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
117.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
118.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
119.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
120.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
121.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
122.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
123.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
124.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
125.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
126.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
127.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
128.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
129.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
130.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
131.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
132.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
133.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
134.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
135.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
136.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
137.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
138.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
139.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
140.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
141.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
142.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
143.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
144.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
145.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
146.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
147.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
148.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
149.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
150.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
151.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
152.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
153.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
154.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
155.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
156.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
157.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
158.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
159.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
160.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
161.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
162.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
163.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
164.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
165.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
166.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
167.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
168.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
169.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
170.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
171.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
172.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
173.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
174.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
175.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
176.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
177.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
178.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
179.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
180.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
181.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
182.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
183.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
184.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
185.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
186.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
187.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
188.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
189.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
190.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
191.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
192.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
193.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
194.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
195.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
196.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
197.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
198.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
199.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
200.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
201.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
202.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
203.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
204.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
205.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
206.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
207.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
208.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
209.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
210.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
211.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
212.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
213.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
214.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
215.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
216.0,0,0,1,0,0,0.2,0.2,0.2,0.2,0.2
217.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
218.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
219.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
220.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
221.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
222.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
223.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
224.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
225.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
226.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
227.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
228.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
229.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
230.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
231.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
232.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
233.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
234.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
235.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
236.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
237.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
238.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
239.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
240.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
241.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
242.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
243.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
244.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
245.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
246.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
247.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
248.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
249.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
250.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
251.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
252.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
253.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
254.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
255.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
256.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
257.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
258.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
259.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
260.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
261.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
262.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
263.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
264.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
265.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
266.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
267.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
268.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
269.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
270.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
271.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
272.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
273.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
274.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
275.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
276.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
277.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
278.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
279.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
280.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
281.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
282.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
283.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
284.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
285.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
286.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
287.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
288.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
289.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
290.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
291.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
292.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
293.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
294.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
295.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
296.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
297.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
298.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
299.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
300.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
301.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
302.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
303.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
304.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
305.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
306.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
307.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
308.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
309.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
310.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
311.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
312.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
313.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
314.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
315.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
316.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
317.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
318.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
319.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
320.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
321.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
322.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
323.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
324.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
325.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
326.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
327.0,1,0,1,0,0,0.9658536585365853,0.008536585365853657,0.008536585365853657,0.008536585365853657,0.008536585365853657
